15,21
31,21
4,4
28,21
9,11
8,20
3,26
15,15
31,13
18,27
6,1
26,5
29,8
25,3
25,11
18,18
16,20
23,3
32,1
16,18
21,24
25,17
17,14
23,6
16,31
20,16
10,31
26,21
25,20
4,3
9,24
15,16
24,32
9,22
29,6
27,25
10,2
13,28
18,20
24,23
15,31
29,13
27,5
7,13
24,9
7,3
5,13
1,25
17,11
20,2
25,16
22,12
1,6
12,12
13,3
18,9
16,13
15,13
9,29
22,16
25,9
26,30
8,30
26,10
25,22
32,7
28,31
9,13
5,5
21,30
19,26
26,23
20,32
12,21
11,28
19,17
17,21
29,32
1,1
30,25
3,11
18,12
18,32
6,27
1,5
18,11
6,24
5,10
5,16
30,18
8,13
12,31
3,16
5,21
17,22
16,7
31,12
10,16
22,21
32,18
12,25
18,5
4,7
21,12
32,28
16,11
10,9
28,19
23,8
1,7
28,17
29,5
3,1
11,6
7,1
26,18
11,25
14,10
9,24
15,18
1,31
13,19
30,3
26,18
4,1
22,0
18,19
5,21
20,17
27,28
18,21
14,29
15,28
7,24
21,22
10,22
21,24
9,19
27,3
5,31
4,28
0,23
15,5
12,4
22,8
0,8
29,14
5,12
11,12
4,0
2,15
22,23
7,31
11,2
2,16
2,7
12,2
30,28
7,10
0,30
18,0
6,16
14,12
28,25
24,1
25,27
16,15
18,23
14,29
25,17
14,27
24,26
29,22
22,5
0,22
3,19
22,9
3,5
21,31
30,14
0,24
9,16
7,27
7,22
25,1
7,7
28,31
1,26
21,24
31,21
14,2
8,5
11,11
10,1
11,8
15,11
0,24
28,8
19,3
30,12
4,5
19,1
4,21
27,25
13,26
14,27
28,23
0,7
2,10
8,13
19,23
25,19
15,21
27,3
24,25
15,29
30,3
30,2
24,25
27,5
19,10
0,15
1,1
22,3
11,31
17,30
22,10
18,6
31,13
9,23
7,24
20,5
27,18
8,19
11,3
24,30
13,25
13,14
26,4
18,5
3,3
4,25
13,22
31,12
3,8
3,10
1,24
16,28
10,24
16,22
27,8
20,9
1,2
23,27
6,9
1,9
12,5
2,25
27,2
5,30
10,9
9,11
1,25
8,11
17,24
1,12
0,22
21,2
24,13
29,30
22,30
7,3
3,9
28,30
11,2
29,22
11,6
1,12
31,9
23,16
1,25
28,2
15,18
4,7
31,1
5,21
0,12
24,3
21,21
2,1
23,31
23,2
5,24
14,4
2,5
20,3
30,16
5,13
2,9
20,1
11,25
23,11
5,15
14,27
4,16
28,27
15,19
29,20
11,11
24,13
17,12
17,15
29,22
29,31
0,17
1,11
11,24
22,16
7,4
11,12
21,7
7,4
26,5
25,6
16,17
19,1
30,4
17,27
27,14
26,27
31,27
6,10
19,28
27,27
0,6
7,21
14,14
26,8
19,19
14,4
4,2
5,2
6,22
29,1
4,24
28,4
19,2
14,7
30,9
2,31
16,9
20,30
23,14
6,11
1,21
15,6
23,20
8,29
11,6
31,15
30,27
19,17
30,2
24,28
11,26
27,27
3,16
25,27
30,0
6,0
21,21
6,12
9,14
9,20
20,8
4,18
4,23
4,2
25,28
30,5
23,26
0,26
10,26
21,8
26,27
8,15
16,14
27,26
29,4
14,17
13,18
4,17
10,8
19,3
4,17
8,27
11,9
22,21
3,11
30,29
7,6
12,23
21,7
17,18
11,0
3,24
18,7
9,28
15,28
0,20
14,8
15,25
17,5
15,20
17,13
17,24
19,29
15,8
4,1
26,16
1,30
8,19
5,18
16,21
14,16
9,28
24,24
22,10
30,5
30,15
18,16
7,5
13,22
14,18
23,8
2,24
6,10
12,12
28,28
1,11
12,10
7,4
2,29
14,0
2,13
15,20
29,22
26,10
13,8
28,4
16,30
29,23
9,9
3,5
5,4
16,17
14,24
21,16
21,4
17,24
17,0
12,14
23,6
24,4
14,21
8,31
19,5
22,28
14,25
2,19
29,18
4,11
10,26
27,0
30,12
24,15
13,4
29,4
11,21
8,25
10,16
24,30
22,14
26,4
7,28
24,4
15,28
15,25
22,11
25,20
23,17
3,4
22,0
8,1
22,16
26,0
1,19
30,23
1,25
27,9
21,19
13,4
16,29
30,6
8,23
27,31
9,30
4,31
31,12
0,21
29,26
21,30
13,20
21,15
13,16
24,2
4,5
7,20
2,5
26,10
28,21
10,5
20,14
4,19
26,4
8,23
31,29
21,12
17,10
27,30
27,19
1,31
25,8
19,27
13,13
6,9
3,16
15,23
30,19
10,24
24,18
16,23
15,5
3,1
16,31
31,11
18,0
10,11
8,29
7,21
10,13
31,13
29,14
4,27
1,14
19,25
0,3
16,16
9,20
17,25
19,16
4,5
17,14
17,25
11,24
15,21
5,14
3,2
28,7
29,29
22,16
23,22
20,7
6,29
27,23
22,14
8,26
20,25
8,5
18,19
29,1
8,2
15,11
4,11
19,1
9,9
17,0
31,5
7,6
2,3
29,24
17,5
18,5
30,26
10,17
13,7
18,22
9,2
1,13
13,20
14,22
29,0
22,29
5,30
3,8
1,0
0,18
6,19
24,4
13,2
