8,51
108,120
49,93
74,12
23,78
97,218
24,91
60,86
49,31
89,40
45,256
211,112
21,106
98,173
195,147
80,202
197,187
65,245
23,138
256,46
215,97
7,238
187,66
67,236
96,155
19,141
155,229
252,175
78,93
91,16
240,170
217,180
100,25
169,122
162,168
167,120
8,173
101,195
239,168
174,78
66,192
218,220
164,213
138,241
50,228
1,33
141,217
212,240
242,124
106,147
36,16
11,43
189,111
237,171
22,154
248,88
89,210
51,252
166,189
237,215
160,237
247,45
197,203
28,182
70,133
73,105
149,83
148,81
193,128
251,215
26,242
46,114
195,96
110,105
28,90
63,188
70,54
232,10
256,3
192,69
136,8
174,28
90,65
108,26
192,102
240,217
87,29
75,26
125,184
130,152
17,192
83,86
245,58
95,244
61,30
57,196
37,230
223,126
38,74
152,229
175,135
190,5
164,8
30,32
191,159
183,207
95,10
36,83
67,130
71,127
160,127
66,196
100,32
66,137
105,217
109,23
95,42
28,2
49,57
33,239
216,216
189,54
225,224
136,35
98,206
162,1
76,227
196,175
3,5
55,107
221,164
130,60
205,157
61,254
213,94
236,172
53,169
225,21
136,105
55,233
54,216
233,130
187,173
48,189
177,103
39,142
10,168
201,214
68,5
211,25
98,191
196,150
103,165
170,238
13,225
215,66
184,191
195,114
107,243
46,28
89,85
169,98
252,113
55,64
117,10
88,215
200,27
108,46
191,22
27,203
246,241
13,173
176,207
31,26
193,76
53,25
160,221
122,156
77,177
219,194
186,50
152,129
76,3
174,11
24,200
213,13
185,225
186,104
176,216
129,112
35,182
137,195
146,2
94,223
178,56
160,107
105,55
235,180
57,152
190,81
96,147
93,24
115,22
127,34
237,255
146,16
180,26
210,70
27,47
36,205
102,195
55,206
249,34
129,49
185,63
129,24
209,222
47,67
243,173
101,224
172,246
239,95
15,192
164,41
238,199
245,83
137,44
32,129
77,160
178,5
222,50
29,174
15,75
241,2
248,85
225,163
74,207
1,88
142,165
128,123
107,117
205,244
160,236
116,236
139,37
240,105
87,12
22,101
87,6
102,78
90,70
240,163
20,240
250,161
148,122
27,255
238,231
242,141
210,101
120,93
138,103
197,224
115,218
68,201
224,170
22,57
239,5
220,3
244,213
163,136
78,190
134,59
164,119
199,118
219,62
210,100
165,150
67,23
111,135
223,78
48,244
135,30
248,98
32,235
54,195
114,132
128,247
190,35
109,133
152,72
194,105
171,102
254,238
124,109
116,90
186,163
77,64
192,68
161,224
47,215
162,160
90,33
151,23
67,3
155,219
74,93
67,245
194,65
226,62
173,85
151,102
247,228
166,182
39,70
149,85
28,54
245,117
86,139
140,153
141,38
115,215
130,181
203,68
245,172
129,161
256,23
7,246
250,172
171,33
241,64
117,13
117,105
129,203
243,12
99,128
50,213
86,179
137,32
246,126
203,118
30,202
141,36
191,134
207,105
166,192
168,27
204,29
131,76
231,118
88,73
245,137
29,74
59,165
105,49
34,51
166,64
252,50
99,186
184,50
34,93
241,202
119,188
230,250
7,204
111,94
20,99
230,48
172,33
212,20
81,246
70,246
53,65
40,151
250,223
59,184
228,178
115,201
171,122
148,25
215,167
123,189
214,38
221,170
57,45
159,126
34,211
190,73
105,183
39,49
209,98
232,181
19,91
125,189
212,17
213,170
183,79
102,141
116,66
54,172
110,212
41,144
166,230
216,14
156,255
62,108
96,38
32,114
128,157
46,83
173,2
252,99
80,98
239,195
163,36
110,17
247,150
160,156
123,119
170,22
117,231
129,212
12,161
69,139
61,114
221,233
115,217
75,194
58,58
132,220
93,241
236,84
134,139
239,256
2,152
21,118
127,150
74,138
54,142
21,114
256,241
90,114
201,164
52,2
221,183
222,58
168,201
141,45
84,123
45,85
19,65
202,145
214,19
26,11
161,46
124,160
31,213
17,231
121,68
233,85
251,198
142,162
142,26
206,225
149,250
53,167
59,255
55,16
17,80
27,177
126,150
80,156
107,97
130,227
164,106
55,158
47,197
63,189
222,13
157,114
6,210
24,64
208,78
80,224
158,106
145,27
255,224
182,105
64,55
75,228
161,130
129,207
70,192
139,35
204,40
149,209
249,172
17,200
250,96
167,151
201,55
177,199
23,102
48,86
156,122
57,60
251,186
11,64
121,149
99,68
188,247
20,180
162,36
123,155
131,34
49,75
88,225
18,110
70,65
196,226
186,252
29,181
181,39
244,45
188,86
112,119
76,132
43,238
167,165
136,42
198,185
116,30
153,133
139,223
197,78
192,127
74,220
51,254
3,38
43,190
124,154
52,199
29,94
180,196
3,60
237,200
244,96
229,140
229,112
106,169
189,41
39,6
5,89
4,7
127,46
196,250
199,247
192,228
85,116
167,87
175,147
30,162
242,3
45,214
114,151
191,165
52,195
254,55
201,124
100,140
117,42
131,52
13,215
167,179
69,74
246,55
76,35
12,189
185,138
235,119
47,30
58,44
84,2
167,183
142,27
224,16
78,237
230,245
159,18
73,228
91,63
26,167
97,37
99,25
175,77
143,221
106,200
8,189
202,174
115,87
200,83
102,21
63,75
9,221
92,82
192,182
144,217
92,240
254,191
8,172
11,150
136,117
94,143
49,39
60,164
125,3
246,226
23,52
44,32
16,135
113,208
60,256
168,152
239,165
86,246
80,96
139,215
212,232
101,5
14,160
168,138
162,157
107,185
208,150
216,223
28,72
174,88
71,86
239,53
250,68
42,74
163,180
32,119
156,133
123,169
36,34
51,198
