34,34
23,6
14,7
46,58
63,42
25,45
35,8
19,26
38,47
40,30
30,41
40,37
20,53
13,2
49,9
52,18
42,10
24,56
16,5
49,14
46,9
58,16
16,12
41,54
59,17
19,24
57,58
60,12
13,30
17,64
48,59
9,7
50,24
11,34
37,56
42,30
7,58
42,47
47,36
63,1
59,55
58,55
2,40
63,14
5,15
13,52
9,21
58,58
44,4
27,16
59,5
46,1
62,23
48,44
58,46
44,52
37,37
42,38
12,40
52,17
55,64
4,63
21,62
57,64
1,19
16,60
23,61
60,20
19,43
63,12
25,42
63,61
15,41
34,26
16,21
42,6
21,46
5,41
43,61
40,43
15,55
38,38
51,34
57,5
12,56
16,36
33,15
32,47
55,2
9,6
22,50
12,42
31,16
18,9
12,58
52,26
48,25
63,35
58,56
39,6
47,55
41,15
5,9
62,59
10,6
64,31
55,11
9,22
26,26
30,37
19,17
63,3
42,61
37,35
52,11
40,34
1,17
49,5
25,46
63,34
51,63
64,41
9,8
62,35
34,28
7,52
44,5
54,21
2,26
56,53
37,31
23,37
47,7
42,7
52,40
40,38
38,40
14,47
47,12
17,16
39,23
4,18
28,57
39,29
19,30
17,55
60,39
27,43
45,4
49,32
44,25
5,17
64,19
63,46
30,15
62,4
38,1
21,1
57,59
29,11
24,45
1,20
20,28
62,64
31,46
32,10
6,36
27,5
54,25
51,19
40,48
22,13
48,43
13,40
37,41
51,61
21,51
16,40
14,13
40,45
58,7
54,64
42,16
4,32
50,16
37,8
28,20
50,40
60,22
16,46
18,36
32,33
12,46
45,51
26,39
57,15
38,34
31,41
1,7
31,51
22,3
58,49
23,43
24,18
64,39
63,18
10,30
50,21
11,31
7,36
5,63
51,42
33,17
18,33
23,48
19,44
51,12
28,9
54,51
26,54
25,24
7,34
53,56
22,61
35,26
60,21
3,28
37,21
60,59
4,15
38,54
26,1
62,16
51,23
5,11
46,11
45,35
2,35
34,24
31,4
49,26
25,52
53,61
8,49
56,11
63,29
1,24
30,62
39,16
21,43
27,2
53,7
36,55
41,5
9,62
33,33
49,21
29,56
5,20
3,3
49,3
27,14
64,1
29,20
44,55
22,32
60,56
21,36
61,34
43,5
32,11
37,16
31,1
8,36
21,10
38,5
12,0
18,11
1,46
31,44
37,52
11,33
44,33
6,41
3,49
46,35
60,19
52,27
21,60
63,42
6,38
47,18
38,1
29,39
47,60
19,20
48,31
54,29
0,60
6,3
45,53
39,41
8,27
4,29
23,4
7,29
42,54
47,16
55,12
56,39
9,11
59,57
42,49
22,42
45,29
46,26
18,21
3,26
48,8
56,7
12,63
36,54
54,19
6,45
31,62
20,40
10,16
34,52
1,56
31,47
21,13
9,39
34,13
2,18
21,58
25,33
57,61
23,47
16,29
29,47
28,49
24,38
1,58
26,3
50,57
50,8
6,59
47,40
8,49
58,29
43,19
62,37
16,21
20,32
51,49
16,15
35,40
53,36
34,15
39,20
9,25
28,15
21,12
56,29
61,50
59,41
6,57
14,22
15,34
55,2
20,7
17,55
47,6
27,17
21,3
37,30
28,2
46,49
14,38
15,11
24,10
52,30
3,2
53,18
37,44
20,57
51,37
48,34
43,11
51,1
14,24
31,43
26,13
28,40
51,43
52,12
53,40
42,57
43,31
11,16
11,32
9,62
5,57
32,49
4,19
50,19
44,17
62,6
31,26
47,18
6,35
30,59
11,9
52,54
40,0
6,52
32,15
50,37
8,19
22,13
38,8
32,18
26,30
25,57
56,8
11,62
43,42
58,54
51,46
45,27
46,51
15,14
3,2
52,11
21,10
24,59
19,56
14,45
22,39
38,15
47,49
13,26
27,7
16,14
54,61
42,36
49,57
51,52
59,39
63,16
49,24
12,4
16,26
49,39
1,23
54,48
9,3
10,36
11,26
51,1
24,29
37,9
22,24
61,18
63,60
34,49
20,46
53,37
8,39
12,9
62,2
57,7
5,3
44,16
30,31
17,54
60,55
63,18
15,60
36,15
56,7
0,13
53,53
50,62
28,62
7,27
0,1
34,5
4,14
22,34
45,39
24,41
30,23
60,46
19,32
61,12
39,61
25,29
50,11
27,15
9,34
42,9
35,12
14,40
27,36
10,8
12,35
50,42
58,46
24,14
14,21
26,54
18,51
19,5
62,46
20,7
16,62
16,52
10,30
28,37
3,38
46,15
9,32
57,4
14,18
18,28
39,44
18,58
31,37
63,29
19,19
36,36
17,52
24,27
18,52
1,21
26,47
36,36
15,30
40,29
48,58
57,23
38,12
17,5
49,16
34,5
35,6
41,52
58,1
16,12
53,17
34,15
0,6
51,15
36,27
44,20
21,37
44,59
49,61
0,35
14,34
40,49
40,17
38,34
18,54
47,7
7,17
22,7
23,10
22,60
37,2
16,59
39,60
54,25
58,55
60,8
25,36
57,2
53,31
36,7
21,19
14,28
36,36
35,60
46,57
56,20
59,8
15,35
5,5
60,63
60,56
7,22
28,0
24,17
32,60
